,comment,title,date
529,나도 KT하니 생각나네 KT인터넷은 지점에 가서 직접 해지하지 않으면 해지 안된다고 말같쟎은 소리하면서 뺑뻉이 돌려서 전화로 한 3일 싸웠나? 어찌저찌 결국 해지하고 LG 유플러스로 갔는데 다시는 KT 안씀,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-22 04:40
530,KT병신들이 자가 살다가 자가 전세주고 회사 기숙사 들어가려고 인터넷 해지 한다니까 개소리를 존나 씨부림 아니 필요없어서 안한다고 시발ㅋㅋㅋ,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-22 01:50
531,며칠전에 나도 kt인터넷 끊으려고 했는데 이상품 저상품 소개하면서 일부로 빡치게 해서 전화 끊게 하려고 유도하더라 빨리 해지해달라니까 딴소리만 엄청해댐 ㄹㅇ 끊고 싶었지만 개지랄 떠니까 해주던데,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-22 00:21
532,와 저도 부모님이랑 따로사는데 부모님집 인터넷이랑 결합하면서 폰 개통시켰는데 갑자기 부모님집에 kt기사와서 기가 와이파이 설치해놓고 약정 걸어놨다함 부모님 말로는 아드님이 다 신청한거라고 아가리털면서 설치했다함 나는 폰개통시키면서 와이파이 단어를 꺼낸적이없는데 씹 양아치들임,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 23:48
533,KT 시발놈들 우리 부모님집에도 인터넷 사기쳐서 장사해먹더라? 부모님이 기가바이트급 속도 나와야하는 요금제 들었는데 몇백메가따리 넣어주다가 항의하니까 바꿔준다고 입싹닫던데 씹새들,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 23:44
534,KT 인터넷 10년 가까이 쓰다가 최근에 LG로 바꿈 설치지원금 2배 넘게 받고 LG U+인터넷 써보니까 KT보다 안 좋은 점 아직까진 없음 ㅋㅋ 진작에 바꿔서 지원금 사이클이나 돌릴걸 예전에 KT 유선망 좋다고 생각해서 2만원 꼬박꼬박 상납하면서 썼는데 지금은 SK나 LG도 인터넷 다 준수하더라 핑 튀기는 것도 없고,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 23:32
535,"진짜 저도 kt 썼었는데; 이 정도까지는 아니었지만 결합상품 해지 안 해주려고 해지하는데 1달 넘게 걸렸었던 기억이 나네요. 일 때문에 자주는 연락 못 했었는데, 해지하느라 아주 애먹었습니다. 저도 담당자 바꿔주니 뭐니 하면서 무슨 지네들 영업 실적 때문인지, 진급 때문인지는 몰라도 해지 정말 안 해주더군요. 전산 쪽에서 그냥 간단하게 처리하면 되는 게 아닌가...",KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 22:40
536,"저는 kt에서 잘못했다기보단 대리점??인터넷가입시키는 업체가 그런거라,,화가많이 나네요",KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 22:27
537,"나는 인터넷,티비 바꾸면 위약금도내주고 돈도준다길래 Kt로 바꿨는데 위약금이 100만원정도 나오니까 못내준다고 kt가입 취소해라더라 Kt로 3일정도 봤나 바로 해지신청하고 돈받은거 30만원 바로 돌려줬는데 지들때문에 발생한 kt설치비랑 이용요금 못받았음 전화도안받고 문자도 쌩깜",KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 22:18
538,방송통신위원회 - 통신관련 분쟁 부분에 민원 넣으면 바로 처리됩니다. KT 쓰다가 LG로 인터넷 옮기면서 KT 해지신청을 했는데 분명히 해지되었다고 문자까지 온 상황에서 3개월간 요금 빠져나간거 있어서 고객센터에 연락하니 전화만 빙빙 돌리길레 그냥 방통위에 분쟁문의 하겠다 하고 민원 올린지 3일만에 전화와서 요금 빠져나간거 입금계좌물어보고 정상해지처리 됨 그 ...,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 22:17
539,니들 전산오류인데 왜 내가 불편을 겪어야하며 난 이미 해지를 확인한 사항인데 니가 안됐다고 하면 니가 확인을 해야지 나더러 계속 확인하라고 하냐고 개염병 떨어야함 나도 최근에 KT인터넷 먹통 관련해서 말하다가 개인정보 잘못들어가있는걸로 싸웠는데 딱 똑같이 고객님 주소지가 잘못기재되어있는데 이건 저희 권한이 아니고 어쩌고 내일 낮에 다시 담당부서 전화하셔서...,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 22:15
540,제가 가게 뿐 아니라 집에 인터넷이랑 휴대전화 2대가 다 kt였는데 이번 기회로 skt로 바꿀려고 합니다 ㅠㅠ,KT인터넷 해지하는 방법 좀 알려주세요.,2023-09-21 22:09
541,유선 인터넷은 KT가 가장 낫다던데 지역마다 편차가 있나보네요,Kt기사들은 일을 어떻게하길래 인터넷이 맨날끊겨,2023-09-21 19:09
542,작업실 있는 동네 전체가 kt 인터넷 이슈가 있다는듯,티바살 오늘 대낮의 데바데 파티,2023-09-21 14:07
543,인터넷 자체가 제가 따로 설치하진 않았고 원래 여기 건물에서 공통적으로 쓰는 인터넷 사용 중입니다. kt skt 이런 회사가 아니라 무슨 지역 인터넷..? 이런 느낌인데 아마 이게 문제일까 싶기도 하네요..!,컴퓨터 업그레이드 질문입니다.,2023-09-21 12:30
544,KT인터넷 뭉치면 올레 이건디.. 몰루 내일 KT전화해보고 성지도 들려보고 그래야겠다ㅠ,"만약에 인터넷,티비 가족결합 되어있으면 알뜰폰 ㄴㄴ임?",2023-09-20 23:32
545,KT인데 지금보니까 인터넷 100%(33000) TV 2640원 집전화 4620원 이렇게 할인 들어가는거 같은데 바꾸는게 나으려나 모르면 대답안해줘도댐..,"만약에 인터넷,티비 가족결합 되어있으면 알뜰폰 ㄴㄴ임?",2023-09-20 23:15
546,참고로 SKT는 온가족할인 vs 온가족무료 할인에 따라 전자면 계산해야하고 후자면 걍 분해하는게 낫고 LG는 대부분 알뜰로 재연결 가능할정도로 폭이 넓은데 KT는 내가 안해봐서 모르겠음 근데 원래 결합할인이라는게 인터넷+티비 할인율이 쎈거지 거기서 핸드폰 결합은 요금에 큰 차이 없어서 할인폭이 아주 작음 그래서 KT면 어지간하면 바꾸는게 이득이긴함,"만약에 인터넷,티비 가족결합 되어있으면 알뜰폰 ㄴㄴ임?",2023-09-20 23:14
547,"kt결합상품 보니까 인터넷, 티비, 전화 다 결합이던데 난 상관없는데 내가 바꿔서 결합에 영향가거나 할까봐","만약에 인터넷,티비 가족결합 되어있으면 알뜰폰 ㄴㄴ임?",2023-09-20 23:12
548,"아니 엑박게임패스라고 한다는게 ㅋㅋ 나도 PC에서 쓰는 게임패스 인터넷 QoS에 걸린건 아닌지, 통신사 회선문제는 아닌지- 정도인데 이런건 뭐 흔치않은 일이니까 ㅋㅋㅋㅋ 서울,KT광랜인데 40메가 정도는 나왔음",피구라 다운속도 미쳤는데?ㅋㅋ,2023-09-20 21:49
549,돈줌 딥하게 안알아봐도 걍 뽐뿌보고 계약해도 평타는 침 사용자 환경마다 다르지만 인터넷은 보통 kt가 좋음 특히 해외게임하면,님들 인터넷 바꾸면 혐금주는거 ㄹㅇ임?,2023-09-20 16:53
550,아오 kt 인터넷시치,실시간 격돌하다 튕기는 김뚜띠,2023-09-20 16:52
551,형 사려 kt인터넷문제래,이 씨발새끼들아,2023-09-20 16:49
552,나도 지금 KT인터넷으로 컴터 인터넷 하고 있는데 국지적인 문제인가,Kt터짐?,2023-09-20 16:46
553,kt 인터넷을 무약정으로 쓰다가 넘어가는건 어떨까요,인터넷 설치 및 위약금 잘 아시는분 도움좀 ㅠ,2023-09-20 11:14
554,더모아 말고도 통신사 할인카드 아직 상품권 실적으로 인정해주는데 많아서 좋음 폰은 알뜰폰 집인터넷은 KT쓰는데 한 5분 쓰면 매달 3만원씩 할인받는중,신한카드가 더모아 막으려는 이유.jpg,2023-09-19 12:13
555,인터넷이면 그타 서버가 문제라는건가요? 아니면 제가 쓰는 인터넷이요? kt에 500mbps 광역 사용중인데 저것도 문제가 되나요?,GTA 5 온라인 끊김현상.,2023-09-19 09:42
556,단순히 해외 웹서핑 정도는 어딜 써도 큰 상관 없는데 굳이 따지자면 KT가 해외망 품질이 제일 좋습니다. 그래서 응답속도나 핑이 중요한 온라인게임에선 KT가 좋아요. 나머지 부분에 있어선 어디 인터넷을 써도 큰 차이가 없습니다. 다만 지역인터넷 같은건 품질이 안 좋은 경우가 많으니... 기왕이면 통신3사 인터넷 사용하는걸 권합니다.,다들 요새 인터넷 어떤거 쓰시나요?,2023-09-19 08:53
557,skt는 기가 인터넷 제한 없어??? kt쓰고 있는데 여기는 하루 100기가 인가 사용하면 qos걸리는걸로 아는데,SKB-넷플릭스 ‘망 사용료 소송’ 취하…“전략적 파트너십 체결”,2023-09-19 08:46
558,skt쓰다가 Kt로 바꿨는데 skt는 기가인터넷 제한없는게 좋더라,SKB-넷플릭스 ‘망 사용료 소송’ 취하…“전략적 파트너십 체결”,2023-09-19 08:44
559,kt 티비 쓰고있는데 애플티비 앱이 없더라 그래서 apk 파일 다운받아서 티비로 옮기고 다 해서 겨우 깔았음 인터넷 찾아보니 애플티비 앱 안된다는 사람 꽤 있긴 하던데,웨이브 화질 너무 양아치같은데,2023-09-17 16:30
560,인터넷도 같이 하는거면 휴대폰이랑 같이 넘어가야 지원금 많기는 합니다. 대충 현금+상품권 60은 받아요. 성지에서 해도 괜찮은데 kt 직영점 같은 kt만 하는곳은 가지마요 거기는 지원금 적어서 싸게 못함.,인터넷변경&amp;폰통신사변경 잘 아시는분 계신가요,2023-09-17 12:44
561,어 나도 지금 PC 클라 계속 죽음 비서 10개 씀 인터넷 kt인데,게임 렉 뭐임,2023-09-16 23:12
562,Kt알뜰폰에 인터넷 kt 기가망 쓰는데 해당없네 ㅠ,[kt멤버십,2023-09-16 11:08
563,kt 인터넷만 쓰는데 저거 됨?,[kt멤버십,2023-09-16 10:55
564,이거는 어머니랑 너랑 둘다 데이터를 좀 쓴다 하면 sk광랜 들어오는지 문의해보고 sk로 갈아타서 30년채우고 결합30%+선약25% 55%할인받고 쓰는거고 한명만 데이터 많이쓴다 하면 KT가서 인터넷이랑 싱글결합 하면 결합 25%+선약25% 50%할인 해주는데 한명 이렇게 쓰고 한명 알뜰폰 가는게 제일쌈 알뜰폰은 데이터 완전무제한 자체가 없고 150+5명박 이런거도 결합할인보다 싸지않음,skt 13년 다 써가는데 알뜰폰으로 넘어갈까요?,2023-09-15 20:11
565,인터넷 집전화 tv는 정작 kt로 너무 오랫동안 써와서 못 묶음 엄마 6년에 나 12년 정도 될듯,skt 13년 다 써가는데 알뜰폰으로 넘어갈까요?,2023-09-15 19:38
566,내 머릿속에도 인터넷은 KT좋다는거 밖에 몰라서 ㄳㄳ,피온x) 형들 인터넷+인터넷티비 가입하려는데 어디가좋아요?,2023-09-15 15:15
567,아정당?인가 뭔가 뭐 조건 좋게 이것저것 주는거 같던데..... 인터넷회선은 kt가 게임하기엔 좋지않나,피온x) 형들 인터넷+인터넷티비 가입하려는데 어디가좋아요?,2023-09-15 15:15
568,kt 가족결합으로 전가족 통신비 50% 할인에 kt 인터넷 꽁짜로 쓰고있고 제가 69 요금제인데 한달에 3만원정도 나오는 상황인데 ㅠ,[쿠팡,2023-09-15 10:38
569,"KT에 아무리 문의 해도 뭐 아무것도 못해준다고 해서 열받아서 이번에 알뜶폰으로 갈아타고, 집 인터넷 티비도 KT -&gt; SKT로 바꿨음. 바꾸면서 와이파이 증폭기 달아줬는데 확실히 집에서는 와이파이 쓰니까 잘 나오더라",바다에있는 방송도 안끊어지는데,2023-09-15 09:59
570,정상적인 회선이라는 가정하에 동일함 kt 100메가 인터넷을 쓰건 기가인터넷을 쓰건,게임할때 인터넷 속도 기가급 500메가급할때 다운로도 속도 말하는건가요?,2023-09-14 20:35
571,근데 우리 아파트가 광케이블 아니라서... 지금 kt 광케이블 공사할 때 인터넷 가입 하라네,tv 및 인터넷 고민(헬로비전에서 kt 이동),2023-09-14 19:10
572,빅테이터에 ai만 좀 더 개발하면 일반인들은 거이 잡을수 있을거같은데 KT나SK텔레콤한테 토르접속하는 ip랑 정보 전부 저장하라하고 행동 패턴 분석하는 ai로 조사 토르 접속하면 벌금 때린다고 정하면 접속하는 사람도 줄어들거고 일반인은 자기들이 만드는게 아니라 인터넷으로 정보 얻어서 써먹는거니까 지금 생태계 흔들어 놓고 가짜 정보나 가짜 툴 흘리고 한두명의 문...,토르로 테러예고한 놈이 검거된 이유,2023-09-14 14:38
573,왜 안들어가지지 kt 임 인터넷은 핸드폰 데이터로는 들어가지는데,저만 트위치안들어가지나요?,2023-09-13 21:52
574,난 kt 인터넷 안되고 폰 skt는 되고...,나 트위치 아예 터졌는데. 님들은 잘됨?,2023-09-13 21:41
575,님 인터넷 뭐임?? 난 kt,왜 컴터로 트위치 안되는거지?,2023-09-13 21:02
576,하브같은경우는 ㄹㅇ 물리저장(켜놓고안끔) 했어요 그러다 한 공대는 KT 인터넷 전체가 나가는 사태가 발생해서 그만...,트라이 하는거 보면 로아 관문 저장 없을떄는 레이드 어케했나여ㅋㅋㅋ,2023-09-13 17:54
577,"sk,kt,lg같은 메이저 로밍은 속도 잘 나옴 대신 좀 비싸지 이유가 직접 일본 통신사망을 쓰는거라 빠르고 안정적 이라고 하고 인터넷에서 파는 유심 이심 상품들은 원래 한국이 아니라 홍콩 대만 같은 쪽에 파는걸 한국에도 같이파는거라 함 그래서 그걸로 쓰면 일본-&gt;홍콩인가 대만 사업자-&gt;다시 내폰 이렇게 거쳐온다고 들음 그래서 잘 보고 사라고 네일동 카페서 그러더라",해외 데이터 로밍 이심 로컬망이라고 샀는데 현지인들에 비해선 되게 느리던데,2023-09-13 05:02
578,어느정도 인터넷문제 일 수 있으나 피파가 시원하게 그거 설명 안해줌 그냥 아 그렇구나 해야함.. 나도 애들 순간이동 자주했는데 그러면 보통 인터넷 불안정 뜨긴 했는데 지금 컴터만 바꾸고 랜선 랜카드 다 그대로 쓰는데 부드럽게 잘됨 그래서 나도 헷갈림.. 참고로 인터넷 kt 대칭 500메가 서울 핑 2임 근데 그랬어서 컴터문제일수도 있음,근데 갑자기 피파 뚝딱거리면서 빨리감기하는거 핑때문임 ?,2023-09-12 23:35
579,휴대폰은 SKT 인터넷은 KT 라는 말이 있지요,형들 인터넷 어디꺼 써?,2023-09-12 19:43
580,SK랑 LG는 지역에 따라 본인지역 인터넷 환경에 따라서 극과극을 오감 내가 좀 싸다고 LG 써봤다가 개피봤음.. 홍콩서버 잡혀서 핑 80대 뜨고.. 건물 문제로 미꾸라지로 서버 바꿀수도 없었음 SK는 LG보단 좀 낫다는거 같고.. KT는 어느지역 어느곳이던 해외망 이용하는 게임에선 항상 상수임,플스로 엘지 500메가 쓰는데,2023-09-12 18:26
581,내가 게임해야되서 인터넷만 KT꺼 쓰자고하면 플스를 박살낼지도 몰라...,플스로 엘지 500메가 쓰는데,2023-09-12 17:43
582,중간에 이사가야되거나 통신사 갈아타야되는거면 아예 kt로 바꿔 tv인터넷하면 한 70~80줌,공유기 잘알이신분,2023-09-12 17:25
583,114전화해서 공식 보상센터 연락해보셈 여기가 지점 대리점들보다 보상 제일 좋았음 상품으로 받아서 당근에 파는게 된다면 이게 제일 좋고 안되면 kt 티비 인터넷 결합기준 45만원?,스타x 인터넷 해지방어 잘 아시는분,2023-09-12 00:03
584,잘 몰라서그런데 kt공유기 인터넷 기사님이와서 설치해준거 오래쓰고잇는데 바꾼다면 kt공유기 그냥 버려도되는건가요?,[11마존,2023-09-11 02:27
585,kt 원룸 인터넷이고 속도도 100기준 잘나오는거 같은데 헬로비전 인터넷 건물인데 개같이 끊겨여...,원룸 인터넷 품질 질문드립니다.,2023-09-09 21:16
586,인터넷은 kt 휴대폰은 skt 내가느낀성능기준,타 종목도 같은 팀만 응원해야하는거면,2023-09-09 13:54
587,티원 숙소가 인터넷은 KT쓴다는 썰 듣고 육성으로 터진 기억이 나는데 갑자기 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,타 종목도 같은 팀만 응원해야하는거면,2023-09-09 13:53
588,"장모님이 지인한테 소개받은 인테리어 업자라 함부로 못하는듯 방송해야 되니까 인터넷 회선은 무조건 2개 빼달라고 했는데 방음부스 시공까지 다하고 나서 안된거 알게 되서 제대로 하려면 방음부스 다 부수고 다시 시공해야 된다는데 비용도 비용이고 방음부스 업체 일정 밀려 있어서 sk회선이랑 kt회선 이도류로 손해보고 쓴다는거 같던데 샤워기 헤드나 수평문제, 누전까지...",네클릿 시공(인테리어) 이야기 존나 웃기네 ㅋㅋㅋ,2023-09-08 23:06
589,KT 인터넷이 하루 이용량 제한이 있어요. 기가인터넷 (1G) 기준 하루 150기가바이트 사용하면 속도제한 걸더라고요... SK 쓸 때는 그런 거 없었는데 KT로 바꾸고 나니 종종 끊기길래 알아보니 속도제한 때문이었음,스타x)kt 인터넷 왜케 끊기는지 아시나요,2023-09-08 22:00
590,인터넷이랑 결합한다 KT 안 한다 SKT,통신사 kt 어떨까요?,2023-09-08 20:43
591,난 오히려 젠지훈이 고소할수도 있다고 보는편이긴함 실제 법정증언이라는게 진짜 진흙탕싸움하겠다는거고 그냥 인터넷상에서 말하는거랑 법정에 서서 증언한다 이건 또 다른의미기도해서 나도 법은 잘 모르지만 김윤환측에서 발언해준사람들이 결혼식때 이미 따로 모임을 가져서 젠지훈이 말한것처럼 저들이 작당했다 식으로 가게되면 진짜 아에 제3자의 시선에서 봐줄 kt출신들 ...,이지훈이 장기전 선언하고 버티면 단장직 유지 가능하다???,2023-09-08 17:42
592,KT 인터넷 저격한 이후에도 그냥 본인 폰이랑 사무실에서 KT 계속 쓰다가 결혼도 하고 그랬는데 마침 또 본인 제외 가족들이(처가쪽까지) 전부 SKT였다고 함 그래서 그걸 명분으로 가족결합 할인도 받고 할 겸 옮겼대,상남자라 신혼여행 안 간다던 잇섭 근황 ㅋㅋㅋ.jpg,2023-09-08 13:19
593,"3년 동안 skt, lgu, kt 통신망 다 써봤는데 kt가 제일 구림 통화하다가 끊기고 인터넷도 끊기고 약정 4개월 해놔서 울며 겨자먹기로 3개월 더 써야함",[토스모바일,2023-09-08 10:25
594,인터넷 kt는 개뿔 아무것도 없음 꼬와도 쓸수밖에 없다는거지,[Kt,2023-09-07 23:34
595,안내가 너무 부족하네.. 인터넷 kt인 사람은 해당없겠지?,[Kt,2023-09-07 22:39
596,난 kt망 제일 빠르다 듣고 바꿨는데 존나 안터지더라 전화도 ㅈㄴ 안터짐 알고보니 인터넷 한정이었음 아직도 인터넷은 kt인지 모르겠지만,[토스모바일,2023-09-07 17:50
597,kt인터넷 티비랑 결합하면 오는 ip티비 셋톱박스 있어야함 핸드폰으로 기기 인증해야 폰으로 볼 수 있어,월화 드라마 시청률 1등 찍은 신병2.jpg,2023-09-06 01:18
598,한화 매직박 kt 쵸단 nc 우정잉 올해 트위치에서 인터넷 방송하는 사람들 시구 꽤 했네 ㅋㅋ,오늘 창원 시구 - 우정잉,2023-09-05 18:58
599,아파트 사는건 아닌거 같은데 뭐 요즘 kt는 주택들도 거의 기가 인터넷되긴해서,기가 인터넷 500m 설치 복잡한가요?,2023-09-02 19:29
600,전국 어디서나 KT 알뜰폰은 KT 본 회선에 비해 속도가 심각할 정도로 느림. 이걸 일부러 속도 제한을 걸지 않았다면 설명이 안 됨. 인터넷 속도라는 게 변수가 많고 KT 측에서 아니라고 하면 증명할 방법도 없기에 관련된 이의제기가 없을 뿐.. 인터넷 상에 의심스러운 정황들이 조금만 찾아봐도 가득함. 그리고 통계 상으로 KT 무선 인터넷이 LG보다 소폭 좋아야 하...,알뜰폰 싼게 비지떡인 이유,2023-09-02 14:37
601,kt 알뜰폰 이건 나도 좀 의심가는데 내가 lg알뜰폰 계속 쓰다가 kt 알뜰폰으로 바꿨는데 인터넷 느린거 같음 lg 쓸때는 느리다는 생각 해본적 없거든,알뜰폰 싼게 비지떡인 이유,2023-09-02 14:32
602,"거짓말 아니고 KT 알뜰폰은 실제로 속도 제한을 한다. 내 개인적인 경험도 그렇고 커뮤니티를 돌아봐도 그렇다. 스카이라이프, 모빙, 프리티 총 세 군데에서 KT망을 써봤는데 본 회선(KT)에서 100Mbps 이상 속도가 나오는데 알뜰폰은 낮 시간대에 2~3Mbps, 밤에도 30Mbps 이하로 나오더라. 내가 알기로는 KT가 국내 통신사 중에 QoS(속도 제한) 관련해서 투자나 연구를 가...",알뜰폰 싼게 비지떡인 이유,2023-09-02 14:32
603,KT 알뜰폰이 유난히 이런 말이 많음. 반면 SKT같은 경우는 유선 인터넷조차 속도 제한 걸 설비가 확충되어 있지 않아서 기가인터넷도 암만 써도 속도 제한이 안 되는 걸로 유명함. 속도 제한 걸 능력이 안 되는 걸로 알고 있음. 그리고 LG 같은 경우 3G 서비스를 진작에 종료했기에 대역폭이 굉장히 넓어서 이러지 않아도 속도가 충분히 잘 나오는 걸로 알고 있고.....,알뜰폰 싼게 비지떡인 이유,2023-09-02 14:27
604,"망 똑같은데 다른 거 맞다는 게 합리적인 의심이긴 하더라 ㅋㅋㅋㅋ LG, SKT는 본 회선이랑 퀄리티 차이 없은데 KT는 알뜰폰 회선의 경우 확실히 인터넷 업, 다운로드 속도 느리고 핑도 더 높게 나오고 잘 끊김. 이게 내가 알기로는 KT가 국내 통신사 중에 QoS(속도 제한) 관련해서 투자를 가장 많이 했고 실제 문제도 많았기 때문에 정교하게 알뜰폰 회선과 그렇지...",알뜰폰 싼게 비지떡인 이유,2023-09-02 14:25
605,난 가족 다 KT 쓰고 인터넷 tv 다 KT라서 결합할인떄문에 알뜰폰 쓸일이 없음,알뜰폰 싼게 비지떡인 이유,2023-09-02 14:23
606,가족할인 인터넷 등등 다 kt 였는데 계산때려보니 알뜰폰이 이득이였음,알뜰폰 싼게 비지떡인 이유,2023-09-02 14:21
607,공감 인터넷 kt 만족하는데 통신사kt 너무 빡쳐요,자급제+알뜰요금이 마냥 엄청 싼 거는 아니네요,2023-09-02 13:27
608,그럼 kt 통신사 해야 하는데 kt 통신사 역시 쉽지 않음.. 이게 아이러니하더라구요 skt는 망이 괜찮은데ㅜ인터넷이 ㅈ 같고 kt는 그 반대고 ㅠㅠ,자급제+알뜰요금이 마냥 엄청 싼 거는 아니네요,2023-09-02 13:21
609,제가 skt 기준으로 잡은거지 lg나 kt로 잡아도 똑같을 거에요 ㅋㅋㅋㅋ 집 iptv랑 인터넷이 어디꺼인지가 관건일듯,자급제+알뜰요금이 마냥 엄청 싼 거는 아니네요,2023-09-02 13:20
610,한때 kt말고 다른 인터넷 쓰는 상상도 해본적이 없는데 어쩌다 저래된건지,무적단 인터넷 이슈로 바꾼 길원목록,2023-09-02 04:28
611,"아 저게 모뎀 역할도 하나보네 WAN 칸엔 불 들어오죠? 그게 인터넷 신호 입력을 받고 있다는 거임. LAN 칸은 인터넷 신호를 보내주는 거. 지금 저 모뎀에 인터넷 신호를 넣어주는 랜선만 연결되어 있으니까, 인터넷 신호를 모뎀에서 내보내줄 랜선이 없잖음(공유기나 컴퓨터 등). 그러면 LAN에는 불 안 들어오는 게 맞음. 공유기 하나 따로 사시든가 KT 기사 부르...",형님들 이거맘 있으면 안되고,2023-09-01 22:54
612,여기 입주했는데 오피 이미 인터넷 kt 딘체 계약되있다해서 와ㅆ는데 공유기가 없길래 뭔가했네..,형님들 이거맘 있으면 안되고,2023-09-01 22:45
613,원래 KT 유선 인터넷 망이 마소쪽 연결이 병신임 겜 다운로드는 괜찮은데 윈도 업데이트나 ms스토어 업데이트 같은 업뎃이 완전 랜덤임 ㅋㅋㅋㅋㅋㅋ 와이파이되면 테더링 잡아보셈 바로 업뎃 됨 ㅋㅋㅋㅋ 아님 걍 언젠간 되길 바라면서 나중에 하는 수밖에 없음 하다보면 언젠간 되긴 됨,겜패스 샀는데 마소 스토어 업데이트가 계속 안되는데 해결책 아시는분,2023-09-01 17:32
614,인터넷 KT 쓰심?,겜패스 샀는데 마소 스토어 업데이트가 계속 안되는데 해결책 아시는분,2023-09-01 17:30
615,우리 사무실도 맨날 그럼 비오면 kt 인터넷 끊겨서 기사 부름 -&gt; 오후에 기사 올때쯤 되면 고쳐짐 ㅅㅂㅋㅋㅋ,아오 인터넷 기사님 부르니까 정상작동되네,2023-09-01 10:14
616,KT 요즘 진짜 인터넷속도 이상함 저도 속도가 너무안나와서 문의했는데 기사와도 딱히 해결책을 못줌,하..Kt..인터넷 괜히 바꾼 듯..,2023-09-01 09:07
617,지역마다 다르긴 한데 인터넷은 그래도 kt 빠른데 핸드폰은 진짜 ㅈ같이 끊겨서 다신 안씀,하..Kt..인터넷 괜히 바꾼 듯..,2023-09-01 09:06
618,인터넷은 KT가 광 깔아서 kt는 광 다쓰고 일부 sk lg에 대여했다는걸로 알고있음. 그래서 sk lg는 광 구리 섞어쓰고,아 인터넷 Sk쓰지마라,2023-09-01 06:44
619,제가지금 프리티 LG요금제로 2.5gb+1mbps 250분 250건 4620원에쓰고있네요... (신한카드아무거나결제시 15개월요금제였음) 아직 6개월정도 기간남아있네요 전.. 데이터는 한달3기가 좀더 쓰는거같고.... 집이나 직장이나 다 와이파이라.. 오고가며 웹서핑 및 인터넷만 하는정도... 고객센터 8월달에 여기저기 기아커넥트 기아서비스센터 등 KT서비스 기타 홈쇼핑등 통화했는데.. 250분에...,[프리티,2023-09-01 06:22
620,KT지 인터넷은,아 인터넷 Sk쓰지마라,2023-09-01 05:08
621,인터넷은 KT,아 인터넷 Sk쓰지마라,2023-09-01 04:58
622,오더 입마개 채울겸 kt 인터넷 계속 쓰는게 나을정도,만약에 초반에 에스카 무적단으로 갔으면,2023-08-31 22:56
623,여기 청담동인데도 KT 기가인터넷 최근 6개월사이 계속 끊기거나 느려지거나 문제가 많긴해요.. 전화하면 문제없다하는데 답답..,"잠결      공지 ""마케스 기권할 것 같아요 ㅠㅠ..""",2023-08-31 22:41
624,가족이 KT 직원이거나 인터넷전화모두 KT 쓴다 뭐 이런거 아닌이상 솔직히 연고제도 아니라서 구킅팬들 다수는 젠지,킅팬중에 머리좋은사람들은 22시즌에 다 젠지로 갈아탐,2023-08-31 16:23
625,나도 kt에서 skt로이전함. 예전에는 인터넷은 kt!해서 따로사용했는데 걍 결합상퓸이 짱임,봉준이도 KT문제 방망이도 KT문제,2023-08-31 09:30
626,나 kt 쓰다가 skt 넘어왔는데 슼이 더 나음 kt 쓸 땐 갑자기 인터넷 끊기는 경우 허다 했었는디 ㄹㅇ 오후 2~3시 ㅈㄴ끊김 이 때,봉준이도 KT문제 방망이도 KT문제,2023-08-31 09:20
627,"두가지 선택지가 있음 1. 해지방어 KT얼마전 해지했는데 KT해지방어팀에서 첨부터 42만원 제시했음. 47만원받고 옮기는거면 설치비고려했을때 딱히 메리트가 없는듯? 2. 뽐뿌 인터넷 상담게시판 비공개 문의 뽐뿌에 보면 인터넷 상담게시판 이라고 있음. 인터넷 업자들 모여있는곳인데 비공개로 문의글을 쓰면 지원금 보통 15~20은 더 받을 수 있고, 입 잘털면 더 받기도함. 난...",유플 인터넷 쓸만한가요?,2023-08-30 17:58
628,kt인터넷기준 1기가인터넷쓰면 하루 사용량이 150기가임,빙밍 공지,2023-08-30 14:16
629,인터넷억까 진짜 kt시치 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,빙밍 공지,2023-08-30 14:05
630,"내 주변에 1,2년전부터 인터넷 문제있다는 친구도 kt였음",요새 인터넷 문제인 사람들 보면 대부분 KT네..,2023-08-30 12:52
631,kt는 인터넷은 좋은데 폰통신쪽은 쓰레기,[핀다이렉트,2023-08-30 10:55
632,어쩐지 지금 kt 2년째 되는날인데 시바꺼 5g 잡으면 어느 순간 인터넷 먹통 결국 5g폰인데 lte 잡고 1년 넘게 살았는데... 알뜰은 엘지로 가야겠네,[핀다이렉트,2023-08-29 18:23
